City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
275,pucheng,27.9233,118.5333,86.31,47,100,2.13,CN,1686797859
276,kamianske,48.5113,34.6021,61.65,93,100,6.96,UA,1686797859
277,duobao,30.67,112.6895,87.57,47,100,6.22,CN,1686797859
278,ad dilam,23.9915,47.1627,84.61,17,3,2.86,SA,1686797859
279,flying fish cove,-10.4217,105.6791,78.48,88,86,12.66,CX,1686797453
280,shahabad,27.65,79.95,99.21,29,0,19.13,IN,1686797859
281,harstad,68.799,16.5293,45.16,100,67,13.0,NO,1686797859
282,krasnogorskiy,54.6025,61.231,62.85,61,61,5.03,RU,1686797860
283,igarka,67.4667,86.5833,41.7,92,100,14.9,RU,1686797860
284,jeju city,33.5097,126.5219,73.33,73,20,5.75,KR,1686797860
285,lesnoy,57.6198,63.0784,62.73,60,54,6.91,RU,1686797860
286,port alfred,-33.5906,26.891,51.19,76,84,1.99,ZA,1686797383
287,kone,-21.0595,164.8658,78.42,55,5,9.15,NC,1686797860
288,sabha,27.0377,14.4283,87.76,21,25,8.01,LY,1686797823
289,bonthe,7.5264,-12.505,77.5,85,65,6.2,SL,1686797427
290,serra talhada,-7.9919,-38.2983,69.22,95,14,6.82,BR,1686797861
291,al ghayzah,16.2079,52.176,84.25,78,53,2.3,YE,1686797861
292,oranjemund,-28.55,16.4333,56.55,79,75,9.35,NA,1686797421
293,kijang,35.2442,129.2139,71.33,71,0,5.86,KR,1686797807
294,buriti dos lopes,-3.175,-41.8669,71.42,93,0,3.6,BR,1686797861
295,shingu,33.7333,135.9833,69.82,98,100,6.53,JP,1686797275
296,princeville,45.7668,-61.2985,52.43,98,100,6.91,CA,1686797861
297,pirai do sul,-24.5261,-49.9486,55.74,99,100,5.53,BR,1686797861
298,ponta delgada,37.7333,-25.6667,66.92,100,40,10.36,PT,1686797439
299,hadibu,12.65,54.0333,82.18,80,100,19.71,YE,1686797408
300,mascotte,28.5783,-81.8867,83.98,78,4,7.02,US,1686797862
301,pechora,65.1472,57.2244,43.7,59,27,9.93,RU,1686797692
302,kastsyukowka,52.5387,30.9173,59.86,94,100,4.47,BY,1686797862
303,garhi khairo,28.0606,67.9803,89.46,51,0,12.37,PK,1686797862
304,las heras,-46.5419,-68.9359,38.79,82,66,9.71,AR,1686797862
305,cannonvale,-20.2833,148.7,74.59,64,22,8.39,AU,1686797390
306,puerto ayacucho,5.6639,-67.6236,75.33,95,100,1.61,VE,1686797863
307,tura,25.5198,90.2201,77.13,93,96,9.13,IN,1686797397
308,hasaki,35.7333,140.8333,77.29,86,100,8.55,JP,1686797863
309,marsa alam,25.0757,34.8918,82.83,55,0,14.76,EG,1686797866
310,pathein,16.7833,94.7333,85.62,70,81,8.97,MM,1686797866
311,cidreira,-30.1811,-50.2056,60.93,82,100,15.46,BR,1686797866
312,northam,51.0333,-4.2167,61.39,81,100,3.36,GB,1686797457
313,arica,-18.475,-70.3042,64.63,72,100,5.75,CL,1686797866
314,banda aceh,5.5577,95.3222,86.67,64,100,10.78,ID,1686797866
315,sampit,-2.5333,112.95,78.8,92,98,1.9,ID,1686797867
316,ta`u,-14.2336,-169.5144,80.76,81,100,13.73,AS,1686797867
317,grand-lahou,5.1367,-5.0242,76.84,77,78,9.48,CI,1686797793
318,krimpen aan den ijssel,51.9167,4.6028,63.0,76,2,4.61,NL,1686797867
319,pulivendla,14.4167,78.2333,86.41,55,29,19.84,IN,1686797867
320,bel ombre,-4.6167,55.4167,78.64,78,20,4.61,SC,1686797868
321,plastun,44.7561,136.2939,71.8,63,99,3.09,RU,1686797868
322,galliano,29.4422,-90.2992,82.99,83,6,13.71,US,1686797868
323,san fernando de apure,7.8878,-67.4724,73.69,98,100,5.23,VE,1686797636
324,corn island,12.1694,-83.0418,84.29,79,100,14.09,NI,1686797868
325,porto novo,6.4965,2.6036,80.42,91,100,5.91,BJ,1686797419
326,adamovka,51.5223,59.9396,66.65,32,45,6.35,RU,1686797868
327,tual,-5.6667,132.75,78.75,86,100,17.49,ID,1686797868
328,zheleznogorsk,52.331,35.3711,58.53,90,96,10.63,RU,1686797869
329,parras de la fuente,25.4167,-102.1833,85.98,19,8,13.91,MX,1686797781
330,sur,22.5667,59.5289,86.77,74,100,4.56,OM,1686797777
331,punta arenas,-53.15,-70.9167,35.71,87,40,17.27,CL,1686797396
332,nuuk,64.1835,-51.7216,34.41,86,13,5.75,GL,1686797398
333,zhaozhou,45.6833,125.3167,85.8,30,59,8.99,CN,1686797869
334,bandarbeyla,9.4942,50.8122,78.98,78,100,23.42,SO,1686797870
335,colonia,50.9333,6.95,60.94,73,0,2.3,DE,1686797393
336,nacozari de garcia,30.3742,-109.6908,76.35,12,39,9.95,MX,1686797870
337,ribeira brava,32.65,-17.0667,70.43,88,5,2.15,PT,1686797870
338,lorengau,-2.0226,147.2712,81.25,83,98,3.47,PG,1686797870
339,alofi,-19.0595,-169.9187,73.29,88,100,5.75,NU,1686797392
340,kawambwa,-9.7915,29.0791,55.31,50,23,3.94,ZM,1686797870
341,sudlohn,51.9333,6.8667,62.13,72,1,1.99,DE,1686797870
342,greymouth,-42.4667,171.2,54.7,61,78,3.38,NZ,1686797871
343,zeya,53.75,127.2667,72.05,28,15,4.07,RU,1686797434
344,madisonville,37.3281,-87.4989,69.66,83,53,4.81,US,1686797329
345,pamanukan,-6.2842,107.8106,85.71,60,94,5.88,ID,1686797871
346,jackson,42.4165,-122.8345,71.47,34,0,11.5,US,1686797690
347,san juan de miraflores,-12.1629,-76.9635,69.17,81,81,7.65,PE,1686797871
348,arraial do cabo,-22.9661,-42.0278,70.11,91,11,8.7,BR,1686797351
349,bhimunipatnam,17.8833,83.4333,87.31,51,86,9.98,IN,1686797871
350,nanjing,32.0617,118.7778,89.51,30,99,6.15,CN,1686797871
351,conception bay south,47.4999,-52.9981,47.35,93,94,5.93,CA,1686797872
352,borogontsy,62.6683,131.1683,64.74,44,98,10.16,RU,1686797872
353,union,40.6334,-74.2663,67.91,68,0,4.61,US,1686797872
354,micheweni,-4.9667,39.8333,76.1,75,80,8.61,TZ,1686797872
355,richfield,44.8833,-93.283,73.08,63,100,4.61,US,1686797632
356,nova venecia,-18.7106,-40.4006,67.37,96,14,0.89,BR,1686797872
357,castillos,-34.1667,-53.8333,43.54,87,3,1.88,UY,1686797452
358,bu'aale,1.0833,42.5833,70.79,95,92,4.85,SO,1686797873
359,arawa,-6.2132,155.5367,83.01,84,99,2.98,PG,1686797873
360,box elder,41.5005,-112.8764,67.26,65,84,6.11,US,1686797873
361,gumdag,39.2061,54.5906,85.42,33,97,11.92,TM,1686797433
362,soufriere,13.8562,-61.0566,82.89,83,40,25.32,LC,1686797873
363,tabriz,38.08,46.2919,62.06,63,20,4.61,IR,1686797873
364,poronaysk,49.2167,143.1167,62.04,79,77,13.96,RU,1686797451
365,champerico,14.3,-91.9167,83.62,79,97,3.89,GT,1686797790
366,tabou,4.423,-7.3528,75.63,77,100,3.87,CI,1686797873
367,kuanda,56.3161,116.0806,72.23,37,84,9.62,RU,1686797795
368,lazaro cardenas,17.9583,-102.2,81.54,77,100,5.59,MX,1686797334
369,sao jose da coroa grande,-8.8978,-35.1478,76.03,88,7,6.24,BR,1686797874
370,varadero,23.1536,-81.2514,81.32,83,0,11.23,CU,1686797874
371,burang,30.25,81.1667,45.68,61,33,4.0,CN,1686797455
372,coquimbo,-29.9533,-71.3436,47.93,93,0,9.22,CL,1686797131
373,pemba,-12.974,40.5178,70.5,94,20,0.0,MZ,1686797874
374,gevrai,19.2667,75.75,86.13,49,28,11.97,IN,1686797874
375,beni,0.5,29.4667,60.69,97,99,2.51,CD,1686797874
376,erdek,40.3996,27.7935,64.9,92,41,4.32,TR,1686797875
377,choibalsan,48.0667,114.5,75.25,42,10,8.9,MN,1686797875
378,zhob,31.3411,69.4481,78.75,55,0,7.38,PK,1686797875
379,arno,60.1167,18.6333,57.78,73,6,1.07,SE,1686797875
380,tupanatinga,-8.7533,-37.3397,65.21,97,49,6.76,BR,1686797875
381,yeraliyev,43.2,51.65,81.16,34,100,0.81,KZ,1686797875
382,howrah,22.5892,88.3103,89.6,84,40,11.5,IN,1686797875
383,mount gambier,-37.8333,140.7667,58.33,71,35,9.08,AU,1686797684
384,tommot,58.9564,126.2925,71.67,37,89,9.84,RU,1686797876
385,iguape,-24.7081,-47.5553,64.76,97,100,2.33,BR,1686797781
386,sao vicente,-23.9631,-46.3919,70.27,26,100,4.52,BR,1686797454
387,chaoyang,41.5703,120.4586,89.01,29,8,13.15,CN,1686797876
388,weno,7.4515,151.8468,84.15,84,100,5.75,FM,1686797382
389,pyhaselka,62.4333,29.9667,60.1,54,30,2.48,FI,1686797876
390,al wajh,26.2455,36.4525,82.35,78,0,5.75,SA,1686797876
391,kayalpattinam,8.5667,78.1167,88.11,70,40,6.91,IN,1686797877
392,broken hill,-31.95,141.4333,58.3,51,13,13.38,AU,1686797877
393,ferriere-la-grande,50.2552,3.9929,59.49,77,3,7.16,FR,1686797877
394,vila franca do campo,37.7167,-25.4333,66.61,94,80,11.01,PT,1686797877
395,veraval,20.9,70.3667,84.69,83,97,30.36,IN,1686797877
396,anadyr,64.75,177.4833,43.3,48,40,20.13,RU,1686797388
397,kailua-kona,19.6406,-155.9956,78.51,91,39,3.0,US,1686797877
398,buzdyak,54.5833,54.55,59.68,82,100,4.36,RU,1686797879
399,copiapo,-27.3667,-70.3333,47.89,19,77,3.2,CL,1686797736
400,as suwayq,23.8494,57.4386,90.72,64,100,3.15,OM,1686797879
401,alvorada,-12.48,-49.1247,75.9,42,0,2.24,BR,1686797880
402,woodward,36.4337,-99.3904,74.43,62,0,0.0,US,1686797880
403,shalkar,47.8288,59.6258,71.44,22,8,14.47,KZ,1686797880
404,kolokani,13.5728,-8.0339,82.83,63,68,6.64,ML,1686797880
405,jalapa,19.5333,-96.9167,68.23,83,0,4.59,MX,1686797880
406,tagta,41.6504,59.9164,75.15,31,0,9.22,TM,1686797880
407,villa gesell,-37.2639,-56.973,38.05,73,73,12.55,AR,1686797426
408,cuajinicuilapa,16.4667,-98.4167,82.09,78,25,2.15,MX,1686797880
409,taroa,8.7058,171.2275,82.69,76,88,19.98,MH,1686797451
410,wenatchee,47.4235,-120.3103,68.29,39,0,27.63,US,1686797652
411,senanga,-16.1167,23.2667,50.76,28,24,5.1,ZM,1686797881
412,mar del plata,-38.0023,-57.5575,46.09,73,0,11.5,AR,1686797255
413,hami,42.8,93.45,93.51,10,87,5.95,CN,1686797881
414,recani,31.2846,-4.2688,79.05,22,0,7.92,MA,1686797881
415,urengoy,65.9667,78.3667,44.02,56,38,25.84,RU,1686797881
416,magdagachi,53.45,125.8,74.86,25,85,1.19,RU,1686797436
417,jijiga,9.35,42.8,63.07,83,89,9.8,ET,1686797882
418,coaldale,49.7167,-112.6185,50.95,87,100,17.27,CA,1686797882
419,rubtsovsk,51.5,81.25,62.83,44,0,14.47,RU,1686797882
420,parintins,-2.6283,-56.7358,72.86,96,55,1.99,BR,1686797882
421,elk city,35.412,-99.4043,75.18,78,0,4.61,US,1686797882
422,chillupar,26.2822,83.5083,105.91,20,0,20.8,IN,1686797882
423,cabo san lucas,22.8909,-109.9124,88.11,17,0,11.5,MX,1686797381
424,tuy hoa,13.0833,109.3,92.77,51,98,10.25,VN,1686797883
425,nyurba,63.2842,118.3319,50.14,93,100,5.28,RU,1686797404
426,saint-denis,48.9167,2.3333,65.98,64,0,4.61,FR,1686797885
427,tekkali,18.6167,84.2333,95.97,43,97,5.46,IN,1686797885
428,jiagedaqi,50.4167,124.1167,64.02,37,100,3.85,CN,1686797886
429,tucurui,-3.7661,-49.6725,78.62,75,96,2.21,BR,1686797887
430,sogndal,61.2283,7.1003,59.38,87,12,0.0,NO,1686797887
431,okha,53.5739,142.9478,42.4,98,100,10.51,RU,1686797429
432,kutum,14.2,24.6667,77.04,57,87,1.72,SD,1686797888
433,livingston,55.9029,-3.5226,54.88,86,0,1.14,GB,1686797888
434,walvis bay,-22.9575,14.5053,43.75,93,0,4.61,NA,1686797387
435,geraldton,-28.7667,114.6,64.81,77,40,9.22,AU,1686797395
436,alpena,45.0617,-83.4327,62.92,63,100,0.0,US,1686797888
437,tahe,52.3333,124.7333,68.31,26,100,5.41,CN,1686797888
438,lexington park,38.2668,-76.4538,69.66,73,0,0.0,US,1686797888
439,ebon,4.582,168.6964,83.98,78,99,15.77,MH,1686797889
440,mirpur sakro,24.5474,67.6277,85.71,63,99,21.7,PK,1686797889
441,ilhabela,-23.7781,-45.3581,68.52,87,100,3.33,BR,1686797889
442,honiara,-9.4333,159.95,83.35,80,82,1.57,SB,1686797889
443,agbabu,6.5886,4.8343,73.24,99,98,1.36,NG,1686797889
444,midleton,51.9153,-8.1805,58.78,92,2,0.4,IE,1686797889
445,island harbour,50.724,-1.2758,61.93,82,100,7.7,GB,1686797453
446,forster,-32.1667,152.5167,64.38,46,0,5.93,AU,1686797459
447,remire-montjoly,4.9167,-52.2667,77.04,94,0,0.0,GF,1686797433
448,salinopolis,-0.6136,-47.3561,79.3,84,1,10.27,BR,1686797430
449,luderitz,-26.6481,15.1594,53.94,82,0,4.56,NA,1686797393
450,pula,44.8683,13.8481,66.76,63,0,9.22,HR,1686797890
451,goodlettsville,36.3231,-86.7133,71.8,89,81,1.03,US,1686797890
452,bikenibeu village,1.3673,173.1241,85.96,79,20,8.05,KI,1686797435
453,cafayate,-26.073,-65.9761,46.6,31,0,1.01,AR,1686797890
454,bin yauri,10.7823,4.8114,78.49,79,94,4.81,NG,1686797890
455,north battleford,52.7834,-108.2847,68.4,68,75,11.5,CA,1686797891
456,genhe,50.7833,121.5167,62.38,46,97,8.39,CN,1686797891
457,bijawar,24.6333,79.5,95.32,35,8,18.03,IN,1686797891
458,amga,60.8953,131.9608,62.4,49,100,5.99,RU,1686797405
459,ambalangoda,6.2355,80.0538,82.76,85,100,11.88,LK,1686797891
460,solnechnyy,50.7214,136.6319,51.89,86,96,9.15,RU,1686797892
461,nguigmi,14.2495,13.1092,83.98,52,18,3.53,NE,1686797450
462,afif,23.9065,42.9172,81.27,14,11,8.39,SA,1686797892
463,gloversville,43.0528,-74.3438,58.55,83,100,2.73,US,1686797691
464,vadso,70.0744,29.7487,49.08,61,40,23.02,NO,1686797392
465,bandar-e genaveh,29.5791,50.517,89.62,40,0,17.58,IR,1686797892
466,meadow lakes,61.6247,-149.6011,60.24,58,100,6.91,US,1686797892
467,turtas,58.9417,69.1325,57.11,63,84,4.7,RU,1686797893
468,klyavlino,54.2649,52.0267,58.98,82,100,6.69,RU,1686797893
469,mandalgovi,45.7625,106.2708,83.26,13,100,14.27,MN,1686797893
470,grabouw,-34.1515,19.0151,57.45,95,100,13.56,ZA,1686797893
471,yemetsk,63.4721,41.7941,56.97,55,22,3.51,RU,1686797893
472,balabac,7.9868,117.0645,79.39,86,100,9.31,PH,1686797893
473,mugia,43.1041,-9.2179,59.92,85,98,6.44,ES,1686797893
474,isla mujeres,21.2311,-86.731,84.16,81,0,14.54,MX,1686797893
475,huangshi,30.2042,115.0776,84.22,57,100,5.03,CN,1686797894
476,viedma,-40.8135,-62.9967,50.04,24,18,9.86,AR,1686797388
477,morehead city,34.7229,-76.726,78.03,87,0,13.8,US,1686797894
478,neftegorsk,52.802,51.166,68.61,63,100,11.52,RU,1686797813
479,knezevo,44.4908,17.3775,52.45,99,100,2.64,BA,1686797894
480,puerto morazan,12.8504,-87.1717,81.73,76,100,2.1,NI,1686797894
481,ar rass,25.8694,43.4973,86.25,15,2,6.64,SA,1686797894
482,zavodskoy,43.4597,132.2922,69.39,73,66,8.95,RU,1686797895
483,sterling,39.0062,-77.4286,67.44,68,0,5.75,US,1686797719
484,labytnangi,66.6572,66.4183,43.07,52,42,16.8,RU,1686797397
485,kiffa,16.6166,-11.4045,91.96,30,66,7.18,MR,1686797895
486,dompu,-8.5356,118.4622,84.22,54,100,5.91,ID,1686797895
487,shakhtersk,48.0625,38.5167,60.35,93,62,5.32,UA,1686797895
488,conduaga,8.862,117.4893,80.8,81,100,5.99,PH,1686797895
489,carbonear,47.7332,-53.2148,48.04,96,86,5.93,CA,1686797820
490,yengema,8.7167,-11.1667,70.9,100,100,1.45,SL,1686797896
491,ulaangom,49.9811,92.0667,55.63,37,47,6.08,MN,1686797896
492,swakopmund,-22.6833,14.5333,43.65,82,0,8.61,NA,1686797896
493,palikir - national government center,6.9248,158.1611,88.65,70,100,11.5,FM,1686797443
494,jiehu,35.5428,118.455,91.2,26,0,6.08,CN,1686797896
495,muang xay,20.7,101.9833,78.48,82,94,2.1,LA,1686797896
496,ad dawadimi,24.5077,44.3924,74.55,14,0,3.15,SA,1686797896
497,sumbe,-11.2061,13.8437,68.72,90,30,5.64,AO,1686797897
498,yurimaguas,-5.9,-76.0833,67.06,82,86,2.59,PE,1686797897
499,port shepstone,-30.7414,30.455,60.37,78,46,6.71,ZA,1686797897
500,badr hunayn,23.7829,38.7905,91.2,21,9,3.6,SA,1686797897
501,caleta de carquin,-11.0925,-77.6267,69.01,82,36,7.76,PE,1686797428
502,pirane,-25.7324,-59.1088,44.73,81,5,4.21,AR,1686797897
503,kendari,-3.945,122.4989,85.03,62,82,2.82,ID,1686797365
504,christchurch,-43.5333,172.6333,54.91,75,100,16.11,NZ,1686797359
505,axim,4.8699,-2.2405,77.63,74,99,7.47,GH,1686797406
506,tymovskoye,50.8456,142.655,57.67,91,99,7.34,RU,1686797898
507,karimpur,23.9667,88.6167,107.06,22,24,16.04,IN,1686797898
508,azovo,54.6997,73.0237,67.75,54,99,10.33,RU,1686797808
509,tapes,-30.6733,-51.3958,59.54,80,100,9.75,BR,1686797898
510,iquitos,-3.7481,-73.2472,66.24,94,100,8.05,PE,1686797412
511,balakhta,55.38,91.6,57.31,56,8,10.89,RU,1686797898
512,kabinda,-6.1333,24.4833,66.04,86,83,1.12,CD,1686797899
513,nacala,-14.5428,40.6728,64.02,81,4,4.27,MZ,1686797899
514,chystyakove,48.0388,38.5969,59.86,92,58,5.12,UA,1686797853
515,port sudan,19.6175,37.2164,89.55,41,3,8.46,SD,1686797899
516,gao,16.6362,1.637,87.3,41,18,4.07,ML,1686797899
517,fonte boa,-2.4959,-66.2662,71.82,93,100,3.58,BR,1686797416
518,kill devil hills,36.0307,-75.676,77.02,78,0,10.36,US,1686797900
519,lossiemouth,57.7214,-3.2834,60.66,58,6,5.75,GB,1686797900
520,ironwood,46.4547,-90.171,52.14,93,20,3.44,US,1686797900
521,egilsstadir,65.2653,-14.3948,48.11,87,75,3.44,IS,1686797442
522,rio grande,-32.035,-52.0986,57.85,71,49,10.4,BR,1686797393
523,uige,-7.6087,15.0613,63.9,81,89,2.51,AO,1686797900
524,barguzin,53.6167,109.6167,47.41,88,94,9.55,RU,1686797900
525,tukrah,32.5341,20.5791,80.22,44,17,28.25,LY,1686797900
526,katsuren-haebaru,26.3369,127.8719,81.37,90,75,5.75,JP,1686797901
527,vicuna,-30.0319,-70.7081,40.73,14,26,0.74,CL,1686797901
528,stewarton,55.6667,-4.5,55.9,82,0,8.05,GB,1686797901
529,siwa oasis,29.2041,25.5195,77.76,47,0,9.98,EG,1686797428
530,mogadishu,2.0371,45.3438,78.53,82,100,14.41,SO,1686797901
531,cooper's town,26.8667,-77.5167,82.22,80,9,12.59,BS,1686797388
532,sertanopolis,-23.0586,-51.0364,60.87,98,100,3.74,BR,1686797901
533,wakkanai,45.4094,141.6739,67.98,77,40,21.85,JP,1686797901
534,nerchinsk,51.9833,116.5833,76.05,34,39,1.81,RU,1686797902
535,al qadarif,14.0349,35.3834,75.99,74,100,9.73,SD,1686797902
536,peterhead,57.5058,-1.7981,52.2,76,7,8.46,GB,1686797902
537,coahuayana de hidalgo,18.7,-103.6583,79.95,81,18,1.88,MX,1686797401
538,buka,40.8108,69.1986,85.73,26,0,0.92,UZ,1686797452
539,chegdomyn,51.1167,133.0167,63.21,47,81,5.37,RU,1686797902
540,metlili chaamba,32.2667,3.6333,74.34,38,0,6.91,DZ,1686797903
541,berdigestyakh,62.0989,126.6992,70.93,34,68,13.85,RU,1686797394
542,nguruka,-5.1092,31.0419,63.84,73,78,1.54,TZ,1686797903
543,hiratacho,35.4333,132.8167,73.42,88,75,2.3,JP,1686797903
544,vaasa,63.096,21.6158,56.95,80,0,7.0,FI,1686797903
545,thunder bay,48.4001,-89.3168,51.78,66,100,9.22,CA,1686797338
546,hilo,19.7297,-155.09,83.28,72,20,9.22,US,1686797857
547,margate,51.3813,1.3862,60.91,89,3,4.0,GB,1686797903
548,taltal,-25.4,-70.4833,63.46,48,57,3.29,CL,1686797426
549,tangalle,6.024,80.7911,84.36,77,100,12.08,LK,1686797352
550,sumbawanga,-7.9667,31.6167,53.62,51,18,3.78,TZ,1686797904
551,kapuskasing,49.4169,-82.4331,50.09,81,100,9.22,CA,1686797313
552,las palmas,28.4204,-14.0131,68.79,73,75,5.75,ES,1686797399
